"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"50-54 years"	"50-54"	29	466708	6.2
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"55-59 years"	"55-59"	59	492419	12.0
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"60-64 years "	"60-64"	98	464006	21.1
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"65-69 years"	"65-69"	161	391335	41.1
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"70-74 years"	"70-74"	171	290623	58.8
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"75-79 years"	"75-79"	134	183422	73.1
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"80-84 years"	"80-84"	126	118884	106.0
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"85+ years"	"85+"	140	131748	106.3
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"50-54 years"	"50-54"	36	456172	7.9
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"55-59 years"	"55-59"	74	488580	15.1
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"60-64 years "	"60-64"	113	471429	24.0
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"65-69 years"	"65-69"	148	410032	36.1
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"70-74 years"	"70-74"	189	322669	58.6
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"75-79 years"	"75-79"	152	210378	72.3
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"80-84 years"	"80-84"	118	128599	91.8
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"85+ years"	"85+"	127	134142	94.7
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"55-59 years"	"55-59"	23	131196	17.5
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"60-64 years "	"60-64"	34	130665	26.0
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"65-69 years"	"65-69"	54	119918	45.0
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"70-74 years"	"70-74"	37	88895	41.6
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"75-79 years"	"75-79"	44	61830	71.2
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"80-84 years"	"80-84"	28	41576	67.3
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"85+ years"	"85+"	31	40697	76.2
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"50-54 years"	"50-54"	20	115021	17.4
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"55-59 years"	"55-59"	16	124856	12.8
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"60-64 years "	"60-64"	41	129574	31.6
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"65-69 years"	"65-69"	47	119246	39.4
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"70-74 years"	"70-74"	56	98208	57.0
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"75-79 years"	"75-79"	53	65694	80.7
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"80-84 years"	"80-84"	43	43884	98.0
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"85+ years"	"85+"	28	40592	69.0
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"50-54 years"	"50-54"	34	398537	8.5
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"55-59 years"	"55-59"	63	428086	14.7
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"60-64 years "	"60-64"	93	386775	24.0
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"65-69 years"	"65-69"	139	320649	43.3
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"70-74 years"	"70-74"	121	231035	52.4
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"75-79 years"	"75-79"	107	159372	67.1
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"80-84 years"	"80-84"	120	112851	106.3
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"85+ years"	"85+"	154	128558	119.8
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"50-54 years"	"50-54"	32	372141	8.6
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"55-59 years"	"55-59"	72	422318	17.0
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"60-64 years "	"60-64"	114	400821	28.4
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"65-69 years"	"65-69"	153	338749	45.2
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"70-74 years"	"70-74"	130	256158	50.7
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"75-79 years"	"75-79"	135	174797	77.2
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"80-84 years"	"80-84"	105	118388	88.7
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"85+ years"	"85+"	139	126864	109.6
	"Pancreas"	"21100"	"Wyoming"	"56"	"2019"	"2019"	"75-79 years"	"75-79"	16	17042	93.9
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"55-59 years"	"55-59"	22	161680	13.6
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"60-64 years "	"60-64"	30	147927	20.3
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"65-69 years"	"65-69"	44	125119	35.2
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"70-74 years"	"70-74"	67	94974	70.5
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"75-79 years"	"75-79"	81	62329	130.0
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"80-84 years"	"80-84"	90	38661	232.8
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"85+ years"	"85+"	122	29822	409.1
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"60-64 years "	"60-64"	37	151504	24.4
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"65-69 years"	"65-69"	62	127679	48.6
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"70-74 years"	"70-74"	91	103250	88.1
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"75-79 years"	"75-79"	67	68256	98.2
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"80-84 years"	"80-84"	102	41242	247.3
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"85+ years"	"85+"	124	31390	395.0
	"Prostate"	"28010"	"Alaska"	"02"	"2019"	"2019"	"85+ years"	"85+"	17	2740	620.4
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"55-59 years"	"55-59"	17	210424	8.1
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"60-64 years "	"60-64"	30	192690	15.6
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"65-69 years"	"65-69"	66	178695	36.9
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"70-74 years"	"70-74"	99	150825	65.6
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"75-79 years"	"75-79"	107	103776	103.1
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"80-84 years"	"80-84"	119	66509	178.9
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"85+ years"	"85+"	219	56399	388.3
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"55-59 years"	"55-59"	19	216293	8.8
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"60-64 years "	"60-64"	52	204086	25.5
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"65-69 years"	"65-69"	57	184808	30.8
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"70-74 years"	"70-74"	103	166440	61.9
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"75-79 years"	"75-79"	135	118458	114.0
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"80-84 years"	"80-84"	135	74207	181.9
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"85+ years"	"85+"	227	61656	368.2
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"60-64 years "	"60-64"	21	87238	24.1
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"65-69 years"	"65-69"	22	75755	29.0
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"70-74 years"	"70-74"	33	59650	55.3
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"75-79 years"	"75-79"	44	40430	108.8
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"80-84 years"	"80-84"	50	25597	195.3
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"85+ years"	"85+"	84	20542	408.9
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"60-64 years "	"60-64"	28	89601	31.2
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"65-69 years"	"65-69"	39	77133	50.6
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"70-74 years"	"70-74"	38	63870	59.5
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"75-79 years"	"75-79"	47	43754	107.4
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"80-84 years"	"80-84"	77	27013	285.0
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"85+ years"	"85+"	98	21692	451.8
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"50-54 years"	"50-54"	35	1258809	2.8
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"55-59 years"	"55-59"	93	1230947	7.6
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"60-64 years "	"60-64"	205	1063789	19.3
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"65-69 years"	"65-69"	346	851156	40.7
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"70-74 years"	"70-74"	458	626445	73.1
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"75-79 years"	"75-79"	550	412209	133.4
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"80-84 years"	"80-84"	551	274256	200.9
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"85+ years"	"85+"	1221	269114	453.7
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"50-54 years"	"50-54"	40	1225041	3.3
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"55-59 years"	"55-59"	80	1230245	6.5
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"60-64 years "	"60-64"	221	1097086	20.1
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"65-69 years"	"65-69"	300	883216	34.0
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"70-74 years"	"70-74"	481	686769	70.0
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"75-79 years"	"75-79"	541	451472	119.8
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"80-84 years"	"80-84"	612	291587	209.9
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	1337	279780	477.9
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"60-64 years "	"60-64"	29	163812	17.7
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"65-69 years"	"65-69"	52	135045	38.5
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"70-74 years"	"70-74"	59	94876	62.2
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"75-79 years"	"75-79"	78	56945	137.0
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"80-84 years"	"80-84"	104	35631	291.9
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"85+ years"	"85+"	169	31440	537.5
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"55-59 years"	"55-59"	18	178711	10.1
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"60-64 years "	"60-64"	26	168947	15.4
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"65-69 years"	"65-69"	67	141710	47.3
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"70-74 years"	"70-74"	78	107867	72.3
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"75-79 years"	"75-79"	76	65395	116.2
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"80-84 years"	"80-84"	93	38722	240.2
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"85+ years"	"85+"	165	33290	495.6
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"60-64 years "	"60-64"	21	114615	18.3
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"65-69 years"	"65-69"	30	88033	34.1
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"70-74 years"	"70-74"	43	68657	62.6
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"75-79 years"	"75-79"	58	43831	132.3
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"80-84 years"	"80-84"	67	29007	231.0
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"85+ years"	"85+"	135	31034	435.0
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"60-64 years "	"60-64"	20	118388	16.9
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"65-69 years"	"65-69"	27	92238	29.3
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"70-74 years"	"70-74"	58	72253	80.3
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"75-79 years"	"75-79"	61	49743	122.6
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"80-84 years"	"80-84"	58	30646	189.3
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"85+ years"	"85+"	147	31091	472.8
	"Prostate"	"28010"	"Delaware"	"10"	"2017"	"2017"	"75-79 years"	"75-79"	18	13820	130.2
	"Prostate"	"28010"	"Delaware"	"10"	"2017"	"2017"	"85+ years"	"85+"	17	7184	236.6
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	"65-69 years"	"65-69"	17	28192	60.3
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	"70-74 years"	"70-74"	16	23798	67.2
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	"80-84 years"	"80-84"	16	9295	172.1
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	"85+ years"	"85+"	33	7487	440.8
	"Prostate"	"28010"	"District of Columbia"	"11"	"2019"	"2019"	"85+ years"	"85+"	24	4066	590.3
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"50-54 years"	"50-54"	25	691568	3.6
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"55-59 years"	"55-59"	59	692185	8.5
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"60-64 years "	"60-64"	130	623669	20.8
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"65-69 years"	"65-69"	234	577842	40.5
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"70-74 years"	"70-74"	330	501631	65.8
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"75-79 years"	"75-79"	403	357425	112.8
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"80-84 years"	"80-84"	428	239442	178.7
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"85+ years"	"85+"	794	222779	356.4
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"50-54 years"	"50-54"	20	669897	3.0
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"55-59 years"	"55-59"	61	716609	8.5
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"60-64 years "	"60-64"	133	658745	20.2
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"65-69 years"	"65-69"	243	592858	41.0
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"70-74 years"	"70-74"	361	539336	66.9
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"75-79 years"	"75-79"	412	398458	103.4
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"80-84 years"	"80-84"	423	260167	162.6
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"85+ years"	"85+"	787	236724	332.5
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"55-59 years"	"55-59"	30	323108	9.3
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"60-64 years "	"60-64"	68	275952	24.6
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"65-69 years"	"65-69"	121	226581	53.4
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"70-74 years"	"70-74"	133	170264	78.1
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"75-79 years"	"75-79"	151	105881	142.6
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"80-84 years"	"80-84"	154	62043	248.2
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"85+ years"	"85+"	223	47925	465.3
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"55-59 years"	"55-59"	40	332388	12.0
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"60-64 years "	"60-64"	81	290233	27.9
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"65-69 years"	"65-69"	120	233236	51.5
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"70-74 years"	"70-74"	141	187877	75.0
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"75-79 years"	"75-79"	176	120727	145.8
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"80-84 years"	"80-84"	164	68618	239.0
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"85+ years"	"85+"	221	51922	425.6
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	"70-74 years"	"70-74"	25	30192	82.8
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	"75-79 years"	"75-79"	16	18420	86.9
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	"80-84 years"	"80-84"	16	11895	134.5
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	"85+ years"	"85+"	44	14860	296.1
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	"70-74 years"	"70-74"	16	33130	48.3
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	"75-79 years"	"75-79"	24	21148	113.5
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	"85+ years"	"85+"	36	15371	234.2
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	"70-74 years"	"70-74"	25	34004	73.5
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	"75-79 years"	"75-79"	27	22064	122.4
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	"80-84 years"	"80-84"	32	13333	240.0
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	"85+ years"	"85+"	61	11075	550.8
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"65-69 years"	"65-69"	19	47651	39.9
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"70-74 years"	"70-74"	32	38490	83.1
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"75-79 years"	"75-79"	29	25161	115.3
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"80-84 years"	"80-84"	33	14900	221.5
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"85+ years"	"85+"	57	11761	484.7
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"50-54 years"	"50-54"	22	416932	5.3
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"55-59 years"	"55-59"	38	427915	8.9
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"60-64 years "	"60-64"	91	377238	24.1
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"65-69 years"	"65-69"	129	301177	42.8
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"70-74 years"	"70-74"	152	216799	70.1
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"75-79 years"	"75-79"	184	143642	128.1
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"80-84 years"	"80-84"	224	94047	238.2
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"85+ years"	"85+"	429	88953	482.3
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"50-54 years"	"50-54"	18	394391	4.6
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"55-59 years"	"55-59"	33	417135	7.9
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"60-64 years "	"60-64"	78	386164	20.2
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	126	311681	40.4
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"70-74 years"	"70-74"	158	235792	67.0
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"75-79 years"	"75-79"	200	157009	127.4
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"80-84 years"	"80-84"	204	99464	205.1
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"85+ years"	"85+"	389	90831	428.3
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"55-59 years"	"55-59"	19	222460	8.5
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"60-64 years "	"60-64"	37	200770	18.4
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"65-69 years"	"65-69"	53	163133	32.5
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"70-74 years"	"70-74"	75	117369	63.9
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"75-79 years"	"75-79"	107	77194	138.6
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"80-84 years"	"80-84"	109	48644	224.1
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"85+ years"	"85+"	182	43431	419.1
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"55-59 years"	"55-59"	20	219431	9.1
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"60-64 years "	"60-64"	43	206150	20.9
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"65-69 years"	"65-69"	70	169871	41.2
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"70-74 years"	"70-74"	86	128756	66.8
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"75-79 years"	"75-79"	103	84547	121.8
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"80-84 years"	"80-84"	114	51872	219.8
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"85+ years"	"85+"	213	44421	479.5
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"60-64 years "	"60-64"	20	99510	20.1
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"65-69 years"	"65-69"	32	82329	38.9
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"70-74 years"	"70-74"	42	57872	72.6
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"75-79 years"	"75-79"	51	39886	127.9
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"80-84 years"	"80-84"	54	27494	196.4
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"85+ years"	"85+"	140	26608	526.2
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"60-64 years "	"60-64"	17	101015	16.8
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"65-69 years"	"65-69"	35	86354	40.5
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"70-74 years"	"70-74"	39	63841	61.1
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"75-79 years"	"75-79"	56	42757	131.0
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"80-84 years"	"80-84"	63	28631	220.0
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"85+ years"	"85+"	140	26697	524.4
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"60-64 years "	"60-64"	22	87590	25.1
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"65-69 years"	"65-69"	32	71032	45.1
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"70-74 years"	"70-74"	28	50660	55.3
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"75-79 years"	"75-79"	38	33165	114.6
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"80-84 years"	"80-84"	59	22844	258.3
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"85+ years"	"85+"	88	22714	387.4
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"60-64 years "	"60-64"	19	88946	21.4
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"65-69 years"	"65-69"	22	74294	29.6
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"70-74 years"	"70-74"	38	55904	68.0
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"75-79 years"	"75-79"	40	36331	110.1
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"80-84 years"	"80-84"	41	23789	172.3
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"85+ years"	"85+"	119	23180	513.4
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"60-64 years "	"60-64"	27	136116	19.8
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"65-69 years"	"65-69"	44	115068	38.2
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"70-74 years"	"70-74"	52	83983	61.9
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"75-79 years"	"75-79"	67	54893	122.1
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"80-84 years"	"80-84"	68	33186	204.9
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"85+ years"	"85+"	132	26784	492.8
	"Prostate"	"28010"	"Kentucky"	"21"	"2019"	"2019"	"60-64 years "	"60-64"	29	139014	20.9
	"Prostate"	"28010"	"Kentucky"	"21"	"2019"	"2019"	"65-69 years"	"65-69"	40	117229	34.1
