"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"Female"	"F"	1048	6526489	10.2	16.1
	"Pancreas"	"21100"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	1076	6272394	13.4	17.2
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	66	542884	8.3	12.2
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	88	513670	14.7	17.1
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	85	543197	10.1	15.6
	"Pancreas"	"21100"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	97	514961	15.9	18.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	370	2588374	10.5	14.3
	"Pancreas"	"21100"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	398	2438728	13.4	16.3
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	367	2659704	9.6	13.8
	"Pancreas"	"21100"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	408	2497998	12.9	16.3
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"Female"	"F"	69	432891	11.5	15.9
	"Pancreas"	"21100"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	55	440841	11.4	12.5
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"Female"	"F"	56	439553	9.5	12.7
	"Pancreas"	"21100"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	86	447574	15.9	19.2
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"Female"	"F"	450	3438006	9.8	13.1
	"Pancreas"	"21100"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	485	3276742	12.8	14.8
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"Female"	"F"	474	3498429	9.9	13.5
	"Pancreas"	"21100"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	470	3331896	11.9	14.1
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	1358	14238026	8.9	9.5
	"Pancreas"	"21100"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	1457	14052998	11.7	10.4
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	1482	14591903	9.2	10.2
	"Pancreas"	"21100"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	1648	14394891	12.3	11.4
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	91	1540562	6.6	5.9
	"Pancreas"	"21100"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	141	1562978	11.1	9.0
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"Female"	"F"	119	1589845	8.0	7.5
	"Pancreas"	"21100"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	154	1613538	11.5	9.5
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	"Female"	"F"	52	316438	10.4	16.4
	"Pancreas"	"21100"	"Vermont"	"50"	"2017"	"2017"	"Male"	"M"	49	308694	11.9	15.9
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"Female"	"F"	55	315738	10.8	17.4
	"Pancreas"	"21100"	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	57	308308	13.7	18.5
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	505	4302531	9.1	11.7
	"Pancreas"	"21100"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	634	4168480	14.2	15.2
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	547	4345858	9.3	12.6
	"Pancreas"	"21100"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	585	4210784	12.4	13.9
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"Female"	"F"	454	3712553	9.7	12.2
	"Pancreas"	"21100"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	491	3715398	12.4	13.2
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"Female"	"F"	458	3802546	9.2	12.0
	"Pancreas"	"21100"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	522	3811478	12.5	13.7
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"Female"	"F"	142	918498	9.9	15.5
	"Pancreas"	"21100"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	135	900185	11.4	15.0
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"Female"	"F"	151	906103	10.4	16.7
	"Pancreas"	"21100"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	165	889160	13.6	18.6
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"Female"	"F"	402	2911984	9.7	13.8
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	456	2881163	13.6	15.8
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"Female"	"F"	427	2925732	10.0	14.6
	"Pancreas"	"21100"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	475	2898849	13.3	16.4
	"Pancreas"	"21100"	"Wyoming"	"56"	"2017"	"2017"	"Female"	"F"	27	284115	7.3	9.5
	"Pancreas"	"21100"	"Wyoming"	"56"	"2017"	"2017"	"Male"	"M"	47	295879	13.5	15.9
	"Pancreas"	"21100"	"Wyoming"	"56"	"2019"	"2019"	"Female"	"F"	32	284406	8.4	11.3
	"Pancreas"	"21100"	"Wyoming"	"56"	"2019"	"2019"	"Male"	"M"	50	295710	14.8	16.9
	"Prostate"	"28010"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	464	2360503	19.2	19.7
	"Prostate"	"28010"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	507	2371832	19.4	21.4
	"Prostate"	"28010"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	39	386986	17.0	10.1
	"Prostate"	"28010"	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	65	382813	24.2	17.0
	"Prostate"	"28010"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	663	3502772	16.5	18.9
	"Prostate"	"28010"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	735	3622802	16.7	20.3
	"Prostate"	"28010"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	267	1475907	17.2	18.1
	"Prostate"	"28010"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	341	1482909	20.6	23.0
	"Prostate"	"28010"	"California"	"06"	"2017"	"2017"	"Male"	"M"	3468	19553823	19.3	17.7
	"Prostate"	"28010"	"California"	"06"	"2019"	"2019"	"Male"	"M"	3623	19608525	19.1	18.5
	"Prostate"	"28010"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	509	2827772	21.8	18.0
	"Prostate"	"28010"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	528	2900876	20.3	18.2
	"Prostate"	"28010"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	373	1743821	19.1	21.4
	"Prostate"	"28010"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	385	1739032	18.8	22.1
	"Prostate"	"28010"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	82	463336	14.8	17.7
	"Prostate"	"28010"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	108	472097	18.3	22.9
	"Prostate"	"28010"	"District of Columbia"	"11"	"2017"	"2017"	"Male"	"M"	57	330743	22.3	17.2
	"Prostate"	"28010"	"District of Columbia"	"11"	"2019"	"2019"	"Male"	"M"	61	335860	22.1	18.2
	"Prostate"	"28010"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	2409	10256426	16.8	23.5
	"Prostate"	"28010"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	2446	10504982	15.8	23.3
	"Prostate"	"28010"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	895	5067956	21.5	17.7
	"Prostate"	"28010"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	960	5165685	20.9	18.6
	"Prostate"	"28010"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	128	715536	14.4	17.9
	"Prostate"	"28010"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	109	709196	12.0	15.4
	"Prostate"	"28010"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	164	861715	20.0	19.0
	"Prostate"	"28010"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	182	897065	19.6	20.3
	"Prostate"	"28010"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	1273	6278554	20.6	20.3
	"Prostate"	"28010"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	1208	6223897	18.7	19.4
	"Prostate"	"28010"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	594	3283972	18.9	18.1
	"Prostate"	"28010"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	655	3319439	19.6	19.7
	"Prostate"	"28010"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	348	1563872	20.0	22.3
	"Prostate"	"28010"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	361	1572960	20.2	23.0
	"Prostate"	"28010"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	273	1450416	18.3	18.8
	"Prostate"	"28010"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	286	1450555	18.4	19.7
	"Prostate"	"28010"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	404	2195279	19.2	18.4
	"Prostate"	"28010"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	365	2203309	16.1	16.6
	"Prostate"	"28010"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	461	2283039	21.3	20.2
	"Prostate"	"28010"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	431	2272316	18.9	19.0
	"Prostate"	"28010"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	167	654184	19.7	25.5
	"Prostate"	"28010"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	162	659096	17.9	24.6
	"Prostate"	"28010"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	555	2921435	19.6	19.0
	"Prostate"	"28010"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	622	2932474	20.9	21.2
	"Prostate"	"28010"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	640	3330954	18.2	19.2
	"Prostate"	"28010"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	653	3346503	18.1	19.5
	"Prostate"	"28010"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	924	4912208	17.6	18.8
	"Prostate"	"28010"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	985	4918052	17.9	20.0
	"Prostate"	"28010"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	582	2772763	20.5	21.0
	"Prostate"	"28010"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	592	2809390	19.6	21.1
	"Prostate"	"28010"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	373	1451002	26.4	25.7
	"Prostate"	"28010"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	363	1443640	24.3	25.1
	"Prostate"	"28010"	"Missouri"	"29"	"2017"	"2017"	"Male"	"M"	537	3000001	16.8	17.9
	"Prostate"	"28010"	"Missouri"	"29"	"2019"	"2019"	"Male"	"M"	623	3012629	18.6	20.7
	"Prostate"	"28010"	"Montana"	"30"	"2017"	"2017"	"Male"	"M"	160	530462	26.3	30.2
	"Prostate"	"28010"	"Montana"	"30"	"2019"	"2019"	"Male"	"M"	138	538637	20.9	25.6
	"Prostate"	"28010"	"Nebraska"	"31"	"2017"	"2017"	"Male"	"M"	179	956576	18.4	18.7
	"Prostate"	"28010"	"Nebraska"	"31"	"2019"	"2019"	"Male"	"M"	179	964970	17.5	18.5
	"Prostate"	"28010"	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	259	1491237	17.7	17.4
	"Prostate"	"28010"	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	318	1549505	20.2	20.5
	"Prostate"	"28010"	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	147	668725	20.0	22.0
	"Prostate"	"28010"	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	174	673969	22.6	25.8
	"Prostate"	"28010"	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	767	4340610	17.2	17.7
	"Prostate"	"28010"	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	735	4345560	15.6	16.9
	"Prostate"	"28010"	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	218	1036090	19.4	21.0
	"Prostate"	"28010"	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	222	1038980	18.6	21.4
	"Prostate"	"28010"	"New York"	"36"	"2017"	"2017"	"Male"	"M"	1812	9513043	18.1	19.0
	"Prostate"	"28010"	"New York"	"36"	"2019"	"2019"	"Male"	"M"	1660	9451066	15.8	17.6
	"Prostate"	"28010"	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	910	5000946	18.7	18.2
	"Prostate"	"28010"	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	1033	5107629	19.7	20.2
	"Prostate"	"28010"	"North Dakota"	"38"	"2017"	"2017"	"Male"	"M"	79	387723	20.1	20.4
	"Prostate"	"28010"	"North Dakota"	"38"	"2019"	"2019"	"Male"	"M"	68	391046	16.5	17.4
	"Prostate"	"28010"	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	1211	5716631	19.5	21.2
	"Prostate"	"28010"	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	1213	5733873	18.9	21.2
	"Prostate"	"28010"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	388	1948690	20.1	19.9
	"Prostate"	"28010"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	414	1961516	20.1	21.1
	"Prostate"	"28010"	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	441	2055809	19.8	21.5
	"Prostate"	"28010"	"Oregon"	"41"	"2019"	"2019"	"Male"	"M"	470	2090110	20.0	22.5
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2017"	"2017"	"Male"	"M"	1347	6266172	18.3	21.5
	"Prostate"	"28010"	"Pennsylvania"	"42"	"2019"	"2019"	"Male"	"M"	1350	6272394	17.7	21.5
	"Prostate"	"28010"	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	116	513670	20.4	22.6
	"Prostate"	"28010"	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	105	514961	17.7	20.4
	"Prostate"	"28010"	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	557	2438728	21.6	22.8
	"Prostate"	"28010"	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	569	2497998	20.0	22.8
	"Prostate"	"28010"	"South Dakota"	"46"	"2017"	"2017"	"Male"	"M"	71	440841	15.7	16.1
	"Prostate"	"28010"	"South Dakota"	"46"	"2019"	"2019"	"Male"	"M"	86	447574	17.7	19.2
	"Prostate"	"28010"	"Tennessee"	"47"	"2017"	"2017"	"Male"	"M"	644	3276742	20.1	19.7
	"Prostate"	"28010"	"Tennessee"	"47"	"2019"	"2019"	"Male"	"M"	685	3331896	19.5	20.6
	"Prostate"	"28010"	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	1938	14052998	17.9	13.8
	"Prostate"	"28010"	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	2063	14394891	17.6	14.3
	"Prostate"	"28010"	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	212	1562978	19.7	13.6
	"Prostate"	"28010"	"Utah"	"49"	"2019"	"2019"	"Male"	"M"	276	1613538	23.4	17.1
	"Prostate"	"28010"	"Vermont"	"50"	"2017"	"2017"	"Male"	"M"	70	308694	19.4	22.7
	"Prostate"	"28010"	"Vermont"	"50"	"2019"	"2019"	"Male"	"M"	72	308308	18.9	23.4
	"Prostate"	"28010"	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	775	4168480	19.8	18.6
	"Prostate"	"28010"	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	796	4210784	19.2	18.9
	"Prostate"	"28010"	"Washington"	"53"	"2017"	"2017"	"Male"	"M"	677	3715398	19.3	18.2
	"Prostate"	"28010"	"Washington"	"53"	"2019"	"2019"	"Male"	"M"	727	3811478	19.5	19.1
	"Prostate"	"28010"	"West Virginia"	"54"	"2017"	"2017"	"Male"	"M"	177	900185	16.4	19.7
	"Prostate"	"28010"	"West Virginia"	"54"	"2019"	"2019"	"Male"	"M"	198	889160	17.1	22.3
	"Prostate"	"28010"	"Wisconsin"	"55"	"2017"	"2017"	"Male"	"M"	641	2881163	20.9	22.2
	"Prostate"	"28010"	"Wisconsin"	"55"	"2019"	"2019"	"Male"	"M"	672	2898849	20.9	23.2
	"Prostate"	"28010"	"Wyoming"	"56"	"2017"	"2017"	"Male"	"M"	41	295879	13.1	13.9
	"Prostate"	"28010"	"Wyoming"	"56"	"2019"	"2019"	"Male"	"M"	57	295710	17.6	19.3
	"Stomach"	"21020"	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	72	2517486	2.2	2.9
	"Stomach"	"21020"	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	105	2360503	3.9	4.4
	"Stomach"	"21020"	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	93	2536133	2.7	3.7
	"Stomach"	"21020"	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	110	2371832	4.0	4.6
	"Stomach"	"21020"	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	16	386986	5.1	4.1
	"Stomach"	"21020"	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	79	3545316	1.7	2.2
	"Stomach"	"21020"	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	125	3502772	3.1	3.6
	"Stomach"	"21020"	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	93	3669041	2.0	2.5
	"Stomach"	"21020"	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	134	3622802	3.0	3.7
	"Stomach"	"21020"	"Arkansas"	"05"	"2017"	"2017"	"Female"	"F"	40	1527948	2.0	2.6
	"Stomach"	"21020"	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	62	1475907	3.7	4.2
	"Stomach"	"21020"	"Arkansas"	"05"	"2019"	"2019"	"Female"	"F"	38	1538076	1.9	2.5
	"Stomach"	"21020"	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	68	1482909	3.9	4.6
	"Stomach"	"21020"	"California"	"06"	"2017"	"2017"	"Female"	"F"	690	19783962	2.9	3.5
	"Stomach"	"21020"	"California"	"06"	"2017"	"2017"	"Male"	"M"	950	19553823	4.9	4.9
	"Stomach"	"21020"	"California"	"06"	"2019"	"2019"	"Female"	"F"	679	19829085	2.8	3.4
	"Stomach"	"21020"	"California"	"06"	"2019"	"2019"	"Male"	"M"	961	19608525	4.8	4.9
	"Stomach"	"21020"	"Colorado"	"08"	"2017"	"2017"	"Female"	"F"	50	2789649	1.6	1.8
	"Stomach"	"21020"	"Colorado"	"08"	"2017"	"2017"	"Male"	"M"	91	2827772	3.3	3.2
	"Stomach"	"21020"	"Colorado"	"08"	"2019"	"2019"	"Female"	"F"	48	2857610	1.4	1.7
	"Stomach"	"21020"	"Colorado"	"08"	"2019"	"2019"	"Male"	"M"	92	2900876	3.1	3.2
	"Stomach"	"21020"	"Connecticut"	"09"	"2017"	"2017"	"Female"	"F"	64	1831503	2.3	3.5
	"Stomach"	"21020"	"Connecticut"	"09"	"2017"	"2017"	"Male"	"M"	95	1743821	4.7	5.4
	"Stomach"	"21020"	"Connecticut"	"09"	"2019"	"2019"	"Female"	"F"	55	1826990	2.0	3.0
	"Stomach"	"21020"	"Connecticut"	"09"	"2019"	"2019"	"Male"	"M"	66	1739032	3.1	3.8
	"Stomach"	"21020"	"Delaware"	"10"	"2017"	"2017"	"Female"	"F"	18	494606	2.4	3.6
	"Stomach"	"21020"	"Delaware"	"10"	"2017"	"2017"	"Male"	"M"	22	463336	4.0	4.7
	"Stomach"	"21020"	"Delaware"	"10"	"2019"	"2019"	"Male"	"M"	25	472097	4.2	5.3
	"Stomach"	"21020"	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	315	10720663	2.0	2.9
	"Stomach"	"21020"	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	474	10256426	3.5	4.6
	"Stomach"	"21020"	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	340	10987074	2.0	3.1
	"Stomach"	"21020"	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	455	10504982	3.1	4.3
	"Stomach"	"21020"	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	113	5349075	1.9	2.1
	"Stomach"	"21020"	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	189	5067956	3.7	3.7
	"Stomach"	"21020"	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	134	5462335	2.1	2.5
	"Stomach"	"21020"	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	194	5165685	3.7	3.8
	"Stomach"	"21020"	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	24	710227	2.2	3.4
	"Stomach"	"21020"	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	45	715536	5.1	6.3
	"Stomach"	"21020"	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	37	706419	3.5	5.2
	"Stomach"	"21020"	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	40	709196	4.6	5.6
	"Stomach"	"21020"	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	18	858030	1.8	2.1
	"Stomach"	"21020"	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	22	861715	2.2	2.6
	"Stomach"	"21020"	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	22	897065	2.2	2.5
	"Stomach"	"21020"	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	199	6501339	2.4	3.1
	"Stomach"	"21020"	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	287	6278554	4.3	4.6
	"Stomach"	"21020"	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	181	6443120	2.1	2.8
	"Stomach"	"21020"	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	262	6223897	3.8	4.2
	"Stomach"	"21020"	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	68	3378096	1.6	2.0
	"Stomach"	"21020"	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	98	3283972	2.8	3.0
	"Stomach"	"21020"	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	58	3411571	1.4	1.7
	"Stomach"	"21020"	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	130	3319439	3.6	3.9
	"Stomach"	"21020"	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	28	1579862	1.3	1.8
	"Stomach"	"21020"	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	51	1563872	2.9	3.3
	"Stomach"	"21020"	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	26	1586636	1.2	1.6
	"Stomach"	"21020"	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	54	1572960	2.9	3.4
	"Stomach"	"21020"	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	24	1460476	1.4	1.6
	"Stomach"	"21020"	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	46	1450416	3.0	3.2
	"Stomach"	"21020"	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	37	1462080	1.9	2.5
	"Stomach"	"21020"	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	48	1450555	3.0	3.3
	"Stomach"	"21020"	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	58	2260311	1.9	2.6
	"Stomach"	"21020"	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	95	2195279	4.2	4.3
	"Stomach"	"21020"	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	56	2269036	1.9	2.5
	"Stomach"	"21020"	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	107	2203309	4.5	4.9
	"Stomach"	"21020"	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	62	2390634	2.1	2.6
	"Stomach"	"21020"	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	112	2283039	4.6	4.9
	"Stomach"	"21020"	"Louisiana"	"22"	"2019"	"2019"	"Female"	"F"	72	2385969	2.3	3.0
	"Stomach"	"21020"	"Louisiana"	"22"	"2019"	"2019"	"Male"	"M"	95	2272316	3.7	4.2
	"Stomach"	"21020"	"Maine"	"23"	"2017"	"2017"	"Male"	"M"	20	654184	2.2	3.1
	"Stomach"	"21020"	"Maine"	"23"	"2019"	"2019"	"Female"	"F"	18	686674	1.5	2.6
	"Stomach"	"21020"	"Maine"	"23"	"2019"	"2019"	"Male"	"M"	29	659096	3.2	4.4
	"Stomach"	"21020"	"Maryland"	"24"	"2017"	"2017"	"Female"	"F"	72	3106751	1.8	2.3
	"Stomach"	"21020"	"Maryland"	"24"	"2017"	"2017"	"Male"	"M"	118	2921435	3.8	4.0
	"Stomach"	"21020"	"Maryland"	"24"	"2019"	"2019"	"Female"	"F"	91	3122480	2.3	2.9
	"Stomach"	"21020"	"Maryland"	"24"	"2019"	"2019"	"Male"	"M"	119	2932474	3.6	4.1
	"Stomach"	"21020"	"Massachusetts"	"25"	"2017"	"2017"	"Female"	"F"	103	3532606	2.2	2.9
	"Stomach"	"21020"	"Massachusetts"	"25"	"2017"	"2017"	"Male"	"M"	166	3330954	4.6	5.0
	"Stomach"	"21020"	"Massachusetts"	"25"	"2019"	"2019"	"Female"	"F"	93	3548380	1.9	2.6
	"Stomach"	"21020"	"Massachusetts"	"25"	"2019"	"2019"	"Male"	"M"	132	3346503	3.5	3.9
	"Stomach"	"21020"	"Michigan"	"26"	"2017"	"2017"	"Female"	"F"	120	5064544	1.7	2.4
	"Stomach"	"21020"	"Michigan"	"26"	"2017"	"2017"	"Male"	"M"	172	4912208	3.0	3.5
	"Stomach"	"21020"	"Michigan"	"26"	"2019"	"2019"	"Female"	"F"	107	5066743	1.5	2.1
	"Stomach"	"21020"	"Michigan"	"26"	"2019"	"2019"	"Male"	"M"	188	4918052	3.1	3.8
	"Stomach"	"21020"	"Minnesota"	"27"	"2017"	"2017"	"Female"	"F"	65	2796520	1.8	2.3
	"Stomach"	"21020"	"Minnesota"	"27"	"2017"	"2017"	"Male"	"M"	79	2772763	2.7	2.8
	"Stomach"	"21020"	"Minnesota"	"27"	"2019"	"2019"	"Female"	"F"	70	2830663	1.9	2.5
	"Stomach"	"21020"	"Minnesota"	"27"	"2019"	"2019"	"Male"	"M"	111	2809390	3.6	4.0
	"Stomach"	"21020"	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	43	1539672	2.3	2.8
	"Stomach"	"21020"	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	62	1451002	4.0	4.3
	"Stomach"	"21020"	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	54	1534587	2.6	3.5
	"Stomach"	"21020"	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	68	1443640	4.3	4.7
