"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Age-Adjusted Rate Lower 95% Confidence Interval	Age-Adjusted Rate Upper 95% Confidence Interval	Age-Adjusted Rate Standard Error
	"Chronic Myeloid Leukemia"	"35022"	"Pennsylvania"	"42"	"2019"	"2019"	50	12798883	0.3	0.2	0.4	0.0
	"Chronic Myeloid Leukemia"	"35022"	"South Carolina"	"45"	"2017"	"2017"	21	5027102	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"South Carolina"	"45"	"2019"	"2019"	28	5157702	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Tennessee"	"47"	"2017"	"2017"	32	6714748	0.4	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Tennessee"	"47"	"2019"	"2019"	26	6830325	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Texas"	"48"	"2017"	"2017"	108	28291024	0.4	0.3	0.5	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Texas"	"48"	"2019"	"2019"	75	28986794	0.3	0.2	0.3	0.0
	"Chronic Myeloid Leukemia"	"35022"	"Virginia"	"51"	"2017"	"2017"	23	8471011	0.3	0.2	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Virginia"	"51"	"2019"	"2019"	35	8556642	0.4	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Washington"	"53"	"2017"	"2017"	25	7427951	0.3	0.2	0.5	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Washington"	"53"	"2019"	"2019"	39	7614024	0.5	0.3	0.6	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Wisconsin"	"55"	"2017"	"2017"	16	5793147	0.2	0.1	0.4	0.1
	"Chronic Myeloid Leukemia"	"35022"	"Wisconsin"	"55"	"2019"	"2019"	20	5824581	0.3	0.2	0.4	0.1
	"Other Leukemias"	"35041-35043"	"Alabama"	"01"	"2017"	"2017"	129	4877989	2.2	1.8	2.6	0.2
	"Other Leukemias"	"35041-35043"	"Alabama"	"01"	"2019"	"2019"	135	4907965	2.2	1.9	2.7	0.2
	"Other Leukemias"	"35041-35043"	"Arizona"	"04"	"2017"	"2017"	123	7048088	1.5	1.2	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Arizona"	"04"	"2019"	"2019"	137	7291843	1.5	1.2	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Arkansas"	"05"	"2017"	"2017"	66	3003855	1.8	1.4	2.3	0.2
	"Other Leukemias"	"35041-35043"	"Arkansas"	"05"	"2019"	"2019"	63	3020985	1.6	1.3	2.1	0.2
	"Other Leukemias"	"35041-35043"	"California"	"06"	"2017"	"2017"	549	39337785	1.3	1.2	1.4	0.1
	"Other Leukemias"	"35041-35043"	"California"	"06"	"2019"	"2019"	497	39437610	1.1	1.0	1.2	0.1
	"Other Leukemias"	"35041-35043"	"Colorado"	"08"	"2017"	"2017"	74	5617421	1.3	1.0	1.6	0.2
	"Other Leukemias"	"35041-35043"	"Colorado"	"08"	"2019"	"2019"	81	5758486	1.4	1.1	1.7	0.2
	"Other Leukemias"	"35041-35043"	"Connecticut"	"09"	"2017"	"2017"	61	3575324	1.3	1.0	1.7	0.2
	"Other Leukemias"	"35041-35043"	"Connecticut"	"09"	"2019"	"2019"	64	3566022	1.4	1.0	1.8	0.2
	"Other Leukemias"	"35041-35043"	"Delaware"	"10"	"2017"	"2017"	17	957942	1.2	0.7	2.1	0.3
	"Other Leukemias"	"35041-35043"	"Delaware"	"10"	"2019"	"2019"	19	976668	1.3	0.8	2.1	0.3
	"Other Leukemias"	"35041-35043"	"Florida"	"12"	"2017"	"2017"	465	20977089	1.5	1.4	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Florida"	"12"	"2019"	"2019"	444	21492056	1.3	1.2	1.5	0.1
	"Other Leukemias"	"35041-35043"	"Georgia"	"13"	"2017"	"2017"	192	10417031	1.9	1.6	2.2	0.1
	"Other Leukemias"	"35041-35043"	"Georgia"	"13"	"2019"	"2019"	190	10628020	1.7	1.5	2.0	0.1
	"Other Leukemias"	"35041-35043"	"Hawaii"	"15"	"2017"	"2017"	30	1425763	1.5	1.0	2.2	0.3
	"Other Leukemias"	"35041-35043"	"Hawaii"	"15"	"2019"	"2019"	21	1415615	1.1	0.6	1.7	0.2
	"Other Leukemias"	"35041-35043"	"Idaho"	"16"	"2017"	"2017"	44	1719745	2.3	1.7	3.1	0.4
	"Other Leukemias"	"35041-35043"	"Idaho"	"16"	"2019"	"2019"	24	1789060	1.2	0.8	1.8	0.2
	"Other Leukemias"	"35041-35043"	"Illinois"	"17"	"2017"	"2017"	256	12779893	1.8	1.6	2.0	0.1
	"Other Leukemias"	"35041-35043"	"Illinois"	"17"	"2019"	"2019"	237	12667017	1.5	1.3	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Indiana"	"18"	"2017"	"2017"	102	6662068	1.3	1.1	1.6	0.1
	"Other Leukemias"	"35041-35043"	"Indiana"	"18"	"2019"	"2019"	114	6731010	1.4	1.2	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Iowa"	"19"	"2017"	"2017"	46	3143734	1.2	0.9	1.6	0.2
	"Other Leukemias"	"35041-35043"	"Iowa"	"19"	"2019"	"2019"	49	3159596	1.2	0.9	1.6	0.2
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2017"	"2017"	52	2910892	1.5	1.1	2.0	0.2
	"Other Leukemias"	"35041-35043"	"Kansas"	"20"	"2019"	"2019"	45	2912635	1.2	0.9	1.7	0.2
	"Other Leukemias"	"35041-35043"	"Kentucky"	"21"	"2017"	"2017"	89	4455590	1.7	1.4	2.1	0.2
	"Other Leukemias"	"35041-35043"	"Kentucky"	"21"	"2019"	"2019"	88	4472345	1.6	1.3	2.0	0.2
	"Other Leukemias"	"35041-35043"	"Louisiana"	"22"	"2017"	"2017"	117	4673673	2.3	1.9	2.8	0.2
	"Other Leukemias"	"35041-35043"	"Louisiana"	"22"	"2019"	"2019"	112	4658285	2.1	1.7	2.5	0.2
	"Other Leukemias"	"35041-35043"	"Maine"	"23"	"2017"	"2017"	36	1335743	1.9	1.3	2.7	0.3
	"Other Leukemias"	"35041-35043"	"Maine"	"23"	"2019"	"2019"	19	1345770	0.9	0.5	1.4	0.2
	"Other Leukemias"	"35041-35043"	"Maryland"	"24"	"2017"	"2017"	113	6028186	1.6	1.3	1.9	0.2
	"Other Leukemias"	"35041-35043"	"Maryland"	"24"	"2019"	"2019"	91	6054954	1.2	0.9	1.5	0.1
	"Other Leukemias"	"35041-35043"	"Massachusetts"	"25"	"2017"	"2017"	110	6863560	1.3	1.0	1.5	0.1
	"Other Leukemias"	"35041-35043"	"Massachusetts"	"25"	"2019"	"2019"	110	6894883	1.3	1.0	1.5	0.1
	"Other Leukemias"	"35041-35043"	"Michigan"	"26"	"2017"	"2017"	206	9976752	1.7	1.4	1.9	0.1
	"Other Leukemias"	"35041-35043"	"Michigan"	"26"	"2019"	"2019"	212	9984795	1.6	1.4	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Minnesota"	"27"	"2017"	"2017"	84	5569283	1.2	1.0	1.5	0.1
	"Other Leukemias"	"35041-35043"	"Minnesota"	"27"	"2019"	"2019"	95	5640053	1.4	1.1	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Mississippi"	"28"	"2017"	"2017"	102	2990674	3.1	2.5	3.7	0.3
	"Other Leukemias"	"35041-35043"	"Mississippi"	"28"	"2019"	"2019"	97	2978227	2.7	2.2	3.3	0.3
	"Other Leukemias"	"35041-35043"	"Missouri"	"29"	"2017"	"2017"	108	6111382	1.4	1.2	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Missouri"	"29"	"2019"	"2019"	105	6140475	1.3	1.1	1.6	0.1
	"Other Leukemias"	"35041-35043"	"Montana"	"30"	"2017"	"2017"	17	1053862	1.2	0.7	2.0	0.3
	"Other Leukemias"	"35041-35043"	"Montana"	"30"	"2019"	"2019"	24	1070123	1.6	1.0	2.4	0.3
	"Other Leukemias"	"35041-35043"	"Nebraska"	"31"	"2017"	"2017"	27	1916998	1.2	0.8	1.8	0.2
	"Other Leukemias"	"35041-35043"	"Nebraska"	"31"	"2019"	"2019"	26	1932571	1.1	0.7	1.6	0.2
	"Other Leukemias"	"35041-35043"	"Nevada"	"32"	"2017"	"2017"	57	2972097	1.8	1.4	2.4	0.2
	"Other Leukemias"	"35041-35043"	"Nevada"	"32"	"2019"	"2019"	49	3090771	1.4	1.0	1.9	0.2
	"Other Leukemias"	"35041-35043"	"New Hampshire"	"33"	"2017"	"2017"	22	1350395	1.2	0.8	1.9	0.3
	"Other Leukemias"	"35041-35043"	"New Jersey"	"34"	"2017"	"2017"	193	8888147	1.8	1.5	2.0	0.1
	"Other Leukemias"	"35041-35043"	"New Jersey"	"34"	"2019"	"2019"	171	8891258	1.5	1.3	1.8	0.1
	"Other Leukemias"	"35041-35043"	"New Mexico"	"35"	"2017"	"2017"	28	2092844	1.1	0.7	1.6	0.2
	"Other Leukemias"	"35041-35043"	"New Mexico"	"35"	"2019"	"2019"	37	2099634	1.4	1.0	1.9	0.2
	"Other Leukemias"	"35041-35043"	"New York"	"36"	"2017"	"2017"	326	19593849	1.3	1.2	1.5	0.1
	"Other Leukemias"	"35041-35043"	"New York"	"36"	"2019"	"2019"	317	19463131	1.3	1.1	1.4	0.1
	"Other Leukemias"	"35041-35043"	"North Carolina"	"37"	"2017"	"2017"	150	10275758	1.3	1.1	1.5	0.1
	"Other Leukemias"	"35041-35043"	"North Carolina"	"37"	"2019"	"2019"	201	10501384	1.6	1.4	1.8	0.1
	"Other Leukemias"	"35041-35043"	"North Dakota"	"38"	"2017"	"2017"	17	756755	1.9	1.1	3.2	0.5
	"Other Leukemias"	"35041-35043"	"Ohio"	"39"	"2017"	"2017"	249	11665706	1.7	1.5	1.9	0.1
	"Other Leukemias"	"35041-35043"	"Ohio"	"39"	"2019"	"2019"	250	11696507	1.6	1.4	1.9	0.1
	"Other Leukemias"	"35041-35043"	"Oklahoma"	"40"	"2017"	"2017"	78	3933602	1.7	1.4	2.2	0.2
	"Other Leukemias"	"35041-35043"	"Oklahoma"	"40"	"2019"	"2019"	97	3960676	2.1	1.7	2.6	0.2
	"Other Leukemias"	"35041-35043"	"Oregon"	"41"	"2017"	"2017"	81	4147294	1.6	1.2	2.0	0.2
	"Other Leukemias"	"35041-35043"	"Oregon"	"41"	"2019"	"2019"	58	4216116	1.1	0.8	1.4	0.1
	"Other Leukemias"	"35041-35043"	"Pennsylvania"	"42"	"2017"	"2017"	288	12794679	1.7	1.5	1.9	0.1
	"Other Leukemias"	"35041-35043"	"Pennsylvania"	"42"	"2019"	"2019"	262	12798883	1.4	1.3	1.6	0.1
	"Other Leukemias"	"35041-35043"	"Rhode Island"	"44"	"2017"	"2017"	25	1056554	1.7	1.1	2.5	0.3
	"Other Leukemias"	"35041-35043"	"Rhode Island"	"44"	"2019"	"2019"	24	1058158	1.7	1.1	2.7	0.4
	"Other Leukemias"	"35041-35043"	"South Carolina"	"45"	"2017"	"2017"	101	5027102	1.7	1.4	2.1	0.2
	"Other Leukemias"	"35041-35043"	"South Carolina"	"45"	"2019"	"2019"	102	5157702	1.7	1.3	2.0	0.2
	"Other Leukemias"	"35041-35043"	"South Dakota"	"46"	"2017"	"2017"	21	873732	1.8	1.1	2.8	0.4
	"Other Leukemias"	"35041-35043"	"Tennessee"	"47"	"2017"	"2017"	120	6714748	1.5	1.2	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Tennessee"	"47"	"2019"	"2019"	143	6830325	1.7	1.5	2.1	0.1
	"Other Leukemias"	"35041-35043"	"Texas"	"48"	"2017"	"2017"	411	28291024	1.6	1.4	1.7	0.1
	"Other Leukemias"	"35041-35043"	"Texas"	"48"	"2019"	"2019"	362	28986794	1.3	1.2	1.4	0.1
	"Other Leukemias"	"35041-35043"	"Utah"	"49"	"2017"	"2017"	44	3103540	1.7	1.2	2.3	0.3
	"Other Leukemias"	"35041-35043"	"Utah"	"49"	"2019"	"2019"	47	3203383	1.8	1.3	2.4	0.3
	"Other Leukemias"	"35041-35043"	"Virginia"	"51"	"2017"	"2017"	139	8471011	1.5	1.3	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Virginia"	"51"	"2019"	"2019"	148	8556642	1.5	1.3	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Washington"	"53"	"2017"	"2017"	97	7427951	1.2	0.9	1.4	0.1
	"Other Leukemias"	"35041-35043"	"Washington"	"53"	"2019"	"2019"	93	7614024	1.0	0.8	1.3	0.1
	"Other Leukemias"	"35041-35043"	"West Virginia"	"54"	"2017"	"2017"	47	1818683	1.9	1.4	2.5	0.3
	"Other Leukemias"	"35041-35043"	"West Virginia"	"54"	"2019"	"2019"	41	1795263	1.5	1.1	2.1	0.2
	"Other Leukemias"	"35041-35043"	"Wisconsin"	"55"	"2017"	"2017"	109	5793147	1.5	1.2	1.8	0.1
	"Other Leukemias"	"35041-35043"	"Wisconsin"	"55"	"2019"	"2019"	107	5824581	1.4	1.2	1.7	0.1
	"Other Lymphocytic Leukemia"	"35013"	"California"	"06"	"2017"	"2017"	43	39337785	0.1	0.1	0.1	0.0
	"Other Lymphocytic Leukemia"	"35013"	"California"	"06"	"2019"	"2019"	59	39437610	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Florida"	"12"	"2017"	"2017"	43	20977089	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Florida"	"12"	"2019"	"2019"	27	21492056	0.1	0.1	0.1	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Georgia"	"13"	"2019"	"2019"	23	10628020	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Illinois"	"17"	"2017"	"2017"	17	12779893	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Michigan"	"26"	"2017"	"2017"	20	9976752	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Michigan"	"26"	"2019"	"2019"	17	9984795	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Minnesota"	"27"	"2019"	"2019"	17	5640053	0.2	0.1	0.4	0.1
	"Other Lymphocytic Leukemia"	"35013"	"New York"	"36"	"2017"	"2017"	29	19593849	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"New York"	"36"	"2019"	"2019"	29	19463131	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"North Carolina"	"37"	"2019"	"2019"	25	10501384	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Ohio"	"39"	"2017"	"2017"	27	11665706	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Ohio"	"39"	"2019"	"2019"	27	11696507	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Pennsylvania"	"42"	"2019"	"2019"	26	12798883	0.1	0.1	0.2	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Tennessee"	"47"	"2019"	"2019"	16	6830325	0.2	0.1	0.3	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Texas"	"48"	"2017"	"2017"	25	28291024	0.1	0.1	0.1	0.0
	"Other Lymphocytic Leukemia"	"35013"	"Texas"	"48"	"2019"	"2019"	34	28986794	0.1	0.1	0.2	0.0
	"Acute Monocytic Leukemia"	"35031"	"California"	"06"	"2017"	"2017"	20	39337785	0.0	0.0	0.1	0.0
	"Acute Monocytic Leukemia"	"35031"	"California"	"06"	"2019"	"2019"	18	39437610	0.0	0.0	0.1	0.0
	"Other Acute Leukemia"	"35041"	"Alabama"	"01"	"2017"	"2017"	21	4877989	0.4	0.2	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Alabama"	"01"	"2019"	"2019"	17	4907965	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Arizona"	"04"	"2017"	"2017"	30	7048088	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Arizona"	"04"	"2019"	"2019"	42	7291843	0.5	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"California"	"06"	"2017"	"2017"	116	39337785	0.3	0.2	0.3	0.0
	"Other Acute Leukemia"	"35041"	"California"	"06"	"2019"	"2019"	98	39437610	0.2	0.2	0.3	0.0
	"Other Acute Leukemia"	"35041"	"Colorado"	"08"	"2019"	"2019"	17	5758486	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Florida"	"12"	"2017"	"2017"	111	20977089	0.4	0.3	0.4	0.0
	"Other Acute Leukemia"	"35041"	"Florida"	"12"	"2019"	"2019"	84	21492056	0.3	0.2	0.3	0.0
	"Other Acute Leukemia"	"35041"	"Georgia"	"13"	"2017"	"2017"	27	10417031	0.2	0.2	0.4	0.0
	"Other Acute Leukemia"	"35041"	"Georgia"	"13"	"2019"	"2019"	31	10628020	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Illinois"	"17"	"2017"	"2017"	65	12779893	0.5	0.4	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Illinois"	"17"	"2019"	"2019"	64	12667017	0.4	0.3	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Indiana"	"18"	"2017"	"2017"	22	6662068	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Indiana"	"18"	"2019"	"2019"	22	6731010	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Maryland"	"24"	"2017"	"2017"	29	6028186	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Massachusetts"	"25"	"2017"	"2017"	27	6863560	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Massachusetts"	"25"	"2019"	"2019"	24	6894883	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Michigan"	"26"	"2017"	"2017"	53	9976752	0.4	0.3	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Michigan"	"26"	"2019"	"2019"	56	9984795	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Minnesota"	"27"	"2017"	"2017"	27	5569283	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Minnesota"	"27"	"2019"	"2019"	21	5640053	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Missouri"	"29"	"2017"	"2017"	32	6111382	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Missouri"	"29"	"2019"	"2019"	26	6140475	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"New Jersey"	"34"	"2017"	"2017"	44	8888147	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"New Jersey"	"34"	"2019"	"2019"	42	8891258	0.4	0.3	0.5	0.1
	"Other Acute Leukemia"	"35041"	"New York"	"36"	"2017"	"2017"	76	19593849	0.3	0.2	0.4	0.0
	"Other Acute Leukemia"	"35041"	"New York"	"36"	"2019"	"2019"	74	19463131	0.3	0.2	0.4	0.0
	"Other Acute Leukemia"	"35041"	"North Carolina"	"37"	"2017"	"2017"	38	10275758	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"North Carolina"	"37"	"2019"	"2019"	39	10501384	0.3	0.2	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Ohio"	"39"	"2017"	"2017"	67	11665706	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Ohio"	"39"	"2019"	"2019"	67	11696507	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Oregon"	"41"	"2017"	"2017"	19	4147294	0.4	0.2	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Pennsylvania"	"42"	"2017"	"2017"	107	12794679	0.6	0.5	0.8	0.1
	"Other Acute Leukemia"	"35041"	"Pennsylvania"	"42"	"2019"	"2019"	78	12798883	0.4	0.3	0.5	0.0
	"Other Acute Leukemia"	"35041"	"South Carolina"	"45"	"2017"	"2017"	25	5027102	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"South Carolina"	"45"	"2019"	"2019"	19	5157702	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Tennessee"	"47"	"2017"	"2017"	25	6714748	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Tennessee"	"47"	"2019"	"2019"	27	6830325	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Texas"	"48"	"2017"	"2017"	84	28291024	0.3	0.2	0.4	0.0
	"Other Acute Leukemia"	"35041"	"Texas"	"48"	"2019"	"2019"	71	28986794	0.3	0.2	0.3	0.0
	"Other Acute Leukemia"	"35041"	"Virginia"	"51"	"2017"	"2017"	37	8471011	0.4	0.3	0.6	0.1
	"Other Acute Leukemia"	"35041"	"Virginia"	"51"	"2019"	"2019"	36	8556642	0.4	0.3	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Washington"	"53"	"2017"	"2017"	18	7427951	0.2	0.1	0.4	0.1
	"Other Acute Leukemia"	"35041"	"Washington"	"53"	"2019"	"2019"	18	7614024	0.2	0.1	0.3	0.0
	"Other Acute Leukemia"	"35041"	"Wisconsin"	"55"	"2017"	"2017"	21	5793147	0.3	0.2	0.5	0.1
	"Other Acute Leukemia"	"35041"	"Wisconsin"	"55"	"2019"	"2019"	31	5824581	0.4	0.3	0.6	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Alabama"	"01"	"2017"	"2017"	67	4877989	1.1	0.9	1.4	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Alabama"	"01"	"2019"	"2019"	78	4907965	1.3	1.0	1.6	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arizona"	"04"	"2017"	"2017"	59	7048088	0.7	0.6	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arizona"	"04"	"2019"	"2019"	59	7291843	0.6	0.5	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arkansas"	"05"	"2017"	"2017"	40	3003855	1.1	0.8	1.5	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Arkansas"	"05"	"2019"	"2019"	27	3020985	0.7	0.5	1.1	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"California"	"06"	"2017"	"2017"	243	39337785	0.6	0.5	0.6	0.0
	"Aleukemic, Subleukemic and NOS"	"35043"	"California"	"06"	"2019"	"2019"	208	39437610	0.5	0.4	0.5	0.0
	"Aleukemic, Subleukemic and NOS"	"35043"	"Colorado"	"08"	"2017"	"2017"	41	5617421	0.7	0.5	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Colorado"	"08"	"2019"	"2019"	32	5758486	0.5	0.3	0.7	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Connecticut"	"09"	"2017"	"2017"	28	3575324	0.6	0.4	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Connecticut"	"09"	"2019"	"2019"	38	3566022	0.8	0.6	1.1	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Florida"	"12"	"2017"	"2017"	220	20977089	0.7	0.6	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Florida"	"12"	"2019"	"2019"	262	21492056	0.8	0.7	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Georgia"	"13"	"2017"	"2017"	122	10417031	1.2	1.0	1.4	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Georgia"	"13"	"2019"	"2019"	109	10628020	1.0	0.8	1.2	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Idaho"	"16"	"2017"	"2017"	17	1719745	0.9	0.5	1.5	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Illinois"	"17"	"2017"	"2017"	128	12779893	0.9	0.7	1.0	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Illinois"	"17"	"2019"	"2019"	119	12667017	0.8	0.7	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Indiana"	"18"	"2017"	"2017"	47	6662068	0.6	0.4	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Indiana"	"18"	"2019"	"2019"	54	6731010	0.7	0.5	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Iowa"	"19"	"2017"	"2017"	25	3143734	0.6	0.4	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Iowa"	"19"	"2019"	"2019"	26	3159596	0.6	0.4	1.0	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kansas"	"20"	"2017"	"2017"	22	2910892	0.6	0.4	1.0	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kansas"	"20"	"2019"	"2019"	26	2912635	0.7	0.5	1.1	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kentucky"	"21"	"2017"	"2017"	51	4455590	1.0	0.7	1.3	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Kentucky"	"21"	"2019"	"2019"	55	4472345	1.0	0.8	1.3	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Louisiana"	"22"	"2017"	"2017"	82	4673673	1.7	1.3	2.1	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Louisiana"	"22"	"2019"	"2019"	68	4658285	1.3	1.0	1.6	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Maryland"	"24"	"2017"	"2017"	59	6028186	0.8	0.6	1.1	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Maryland"	"24"	"2019"	"2019"	44	6054954	0.6	0.4	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Massachusetts"	"25"	"2017"	"2017"	55	6863560	0.6	0.5	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Massachusetts"	"25"	"2019"	"2019"	48	6894883	0.6	0.4	0.8	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Michigan"	"26"	"2017"	"2017"	100	9976752	0.8	0.7	1.0	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Michigan"	"26"	"2019"	"2019"	100	9984795	0.8	0.6	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Minnesota"	"27"	"2017"	"2017"	25	5569283	0.4	0.3	0.6	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Minnesota"	"27"	"2019"	"2019"	20	5640053	0.3	0.2	0.5	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Mississippi"	"28"	"2017"	"2017"	74	2990674	2.2	1.8	2.8	0.3
	"Aleukemic, Subleukemic and NOS"	"35043"	"Mississippi"	"28"	"2019"	"2019"	64	2978227	1.8	1.4	2.3	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Missouri"	"29"	"2017"	"2017"	48	6111382	0.6	0.5	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Missouri"	"29"	"2019"	"2019"	50	6140475	0.6	0.5	0.9	0.1
	"Aleukemic, Subleukemic and NOS"	"35043"	"Nebraska"	"31"	"2017"	"2017"	16	1916998	0.7	0.4	1.1	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Nevada"	"32"	"2017"	"2017"	32	2972097	1.0	0.7	1.4	0.2
	"Aleukemic, Subleukemic and NOS"	"35043"	"Nevada"	"32"	"2019"	"2019"	29	3090771	0.8	0.6	1.2	0.2
