"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Age-Adjusted Rate	Crude Rate
	"Stomach"	"21020"	"Colorado"	"08"	"2019"	"2019"	140	5758486	2.3	2.4
	"Stomach"	"21020"	"Connecticut"	"09"	"2017"	"2017"	159	3575324	3.3	4.4
	"Stomach"	"21020"	"Connecticut"	"09"	"2019"	"2019"	121	3566022	2.5	3.4
	"Stomach"	"21020"	"Delaware"	"10"	"2017"	"2017"	40	957942	3.1	4.2
	"Stomach"	"21020"	"Delaware"	"10"	"2019"	"2019"	36	976668	2.8	3.7
	"Stomach"	"21020"	"District of Columbia"	"11"	"2017"	"2017"	22	697079	3.3	3.2
	"Stomach"	"21020"	"District of Columbia"	"11"	"2019"	"2019"	24	708253	3.6	3.4
	"Stomach"	"21020"	"Florida"	"12"	"2017"	"2017"	789	20977089	2.7	3.8
	"Stomach"	"21020"	"Florida"	"12"	"2019"	"2019"	795	21492056	2.5	3.7
	"Stomach"	"21020"	"Georgia"	"13"	"2017"	"2017"	302	10417031	2.7	2.9
	"Stomach"	"21020"	"Georgia"	"13"	"2019"	"2019"	328	10628020	2.8	3.1
	"Stomach"	"21020"	"Hawaii"	"15"	"2017"	"2017"	69	1425763	3.4	4.8
	"Stomach"	"21020"	"Hawaii"	"15"	"2019"	"2019"	77	1415615	4.0	5.4
	"Stomach"	"21020"	"Idaho"	"16"	"2017"	"2017"	40	1719745	2.0	2.3
	"Stomach"	"21020"	"Idaho"	"16"	"2019"	"2019"	35	1789060	1.7	2.0
	"Stomach"	"21020"	"Illinois"	"17"	"2017"	"2017"	486	12779893	3.2	3.8
	"Stomach"	"21020"	"Illinois"	"17"	"2019"	"2019"	443	12667017	2.9	3.5
	"Stomach"	"21020"	"Indiana"	"18"	"2017"	"2017"	166	6662068	2.1	2.5
	"Stomach"	"21020"	"Indiana"	"18"	"2019"	"2019"	188	6731010	2.4	2.8
	"Stomach"	"21020"	"Iowa"	"19"	"2017"	"2017"	79	3143734	2.0	2.5
	"Stomach"	"21020"	"Iowa"	"19"	"2019"	"2019"	80	3159596	2.0	2.5
	"Stomach"	"21020"	"Kansas"	"20"	"2017"	"2017"	70	2910892	2.1	2.4
	"Stomach"	"21020"	"Kansas"	"20"	"2019"	"2019"	85	2912635	2.4	2.9
	"Stomach"	"21020"	"Kentucky"	"21"	"2017"	"2017"	153	4455590	2.8	3.4
	"Stomach"	"21020"	"Kentucky"	"21"	"2019"	"2019"	163	4472345	3.1	3.6
	"Stomach"	"21020"	"Louisiana"	"22"	"2017"	"2017"	174	4673673	3.2	3.7
	"Stomach"	"21020"	"Louisiana"	"22"	"2019"	"2019"	167	4658285	3.0	3.6
	"Stomach"	"21020"	"Maine"	"23"	"2017"	"2017"	30	1335743	1.5	2.2
	"Stomach"	"21020"	"Maine"	"23"	"2019"	"2019"	47	1345770	2.3	3.5
	"Stomach"	"21020"	"Maryland"	"24"	"2017"	"2017"	190	6028186	2.7	3.2
	"Stomach"	"21020"	"Maryland"	"24"	"2019"	"2019"	210	6054954	2.8	3.5
	"Stomach"	"21020"	"Massachusetts"	"25"	"2017"	"2017"	269	6863560	3.2	3.9
	"Stomach"	"21020"	"Massachusetts"	"25"	"2019"	"2019"	225	6894883	2.6	3.3
	"Stomach"	"21020"	"Michigan"	"26"	"2017"	"2017"	292	9976752	2.3	2.9
	"Stomach"	"21020"	"Michigan"	"26"	"2019"	"2019"	295	9984795	2.2	3.0
	"Stomach"	"21020"	"Minnesota"	"27"	"2017"	"2017"	144	5569283	2.2	2.6
	"Stomach"	"21020"	"Minnesota"	"27"	"2019"	"2019"	181	5640053	2.6	3.2
	"Stomach"	"21020"	"Mississippi"	"28"	"2017"	"2017"	105	2990674	3.0	3.5
	"Stomach"	"21020"	"Mississippi"	"28"	"2019"	"2019"	122	2978227	3.3	4.1
	"Stomach"	"21020"	"Missouri"	"29"	"2017"	"2017"	164	6111382	2.2	2.7
	"Stomach"	"21020"	"Missouri"	"29"	"2019"	"2019"	192	6140475	2.4	3.1
	"Stomach"	"21020"	"Montana"	"30"	"2017"	"2017"	26	1053862	2.0	2.5
	"Stomach"	"21020"	"Montana"	"30"	"2019"	"2019"	34	1070123	2.2	3.2
	"Stomach"	"21020"	"Nebraska"	"31"	"2017"	"2017"	56	1916998	2.6	2.9
	"Stomach"	"21020"	"Nebraska"	"31"	"2019"	"2019"	52	1932571	2.3	2.7
	"Stomach"	"21020"	"Nevada"	"32"	"2017"	"2017"	85	2972097	2.5	2.9
	"Stomach"	"21020"	"Nevada"	"32"	"2019"	"2019"	79	3090771	2.2	2.6
	"Stomach"	"21020"	"New Hampshire"	"33"	"2017"	"2017"	37	1350395	2.1	2.7
	"Stomach"	"21020"	"New Hampshire"	"33"	"2019"	"2019"	37	1360783	2.1	2.7
	"Stomach"	"21020"	"New Jersey"	"34"	"2017"	"2017"	338	8888147	3.1	3.8
	"Stomach"	"21020"	"New Jersey"	"34"	"2019"	"2019"	325	8891258	2.9	3.7
	"Stomach"	"21020"	"New Mexico"	"35"	"2017"	"2017"	101	2092844	3.9	4.8
	"Stomach"	"21020"	"New Mexico"	"35"	"2019"	"2019"	86	2099634	3.1	4.1
	"Stomach"	"21020"	"New York"	"36"	"2017"	"2017"	805	19593849	3.3	4.1
	"Stomach"	"21020"	"New York"	"36"	"2019"	"2019"	821	19463131	3.4	4.2
	"Stomach"	"21020"	"North Carolina"	"37"	"2017"	"2017"	349	10275758	2.9	3.4
	"Stomach"	"21020"	"North Carolina"	"37"	"2019"	"2019"	327	10501384	2.6	3.1
	"Stomach"	"21020"	"North Dakota"	"38"	"2017"	"2017"	21	756755	2.4	2.8
	"Stomach"	"21020"	"Ohio"	"39"	"2017"	"2017"	364	11665706	2.5	3.1
	"Stomach"	"21020"	"Ohio"	"39"	"2019"	"2019"	331	11696507	2.2	2.8
	"Stomach"	"21020"	"Oklahoma"	"40"	"2017"	"2017"	114	3933602	2.5	2.9
	"Stomach"	"21020"	"Oklahoma"	"40"	"2019"	"2019"	114	3960676	2.5	2.9
	"Stomach"	"21020"	"Oregon"	"41"	"2017"	"2017"	97	4147294	1.9	2.3
	"Stomach"	"21020"	"Oregon"	"41"	"2019"	"2019"	126	4216116	2.4	3.0
	"Stomach"	"21020"	"Pennsylvania"	"42"	"2017"	"2017"	455	12794679	2.7	3.6
	"Stomach"	"21020"	"Pennsylvania"	"42"	"2019"	"2019"	444	12798883	2.5	3.5
	"Stomach"	"21020"	"Rhode Island"	"44"	"2017"	"2017"	33	1056554	2.5	3.1
	"Stomach"	"21020"	"Rhode Island"	"44"	"2019"	"2019"	41	1058158	2.8	3.9
	"Stomach"	"21020"	"South Carolina"	"45"	"2017"	"2017"	207	5027102	3.3	4.1
	"Stomach"	"21020"	"South Carolina"	"45"	"2019"	"2019"	187	5157702	2.8	3.6
	"Stomach"	"21020"	"South Dakota"	"46"	"2017"	"2017"	20	873732	2.0	2.3
	"Stomach"	"21020"	"South Dakota"	"46"	"2019"	"2019"	23	887127	2.4	2.6
	"Stomach"	"21020"	"Tennessee"	"47"	"2017"	"2017"	199	6714748	2.5	3.0
	"Stomach"	"21020"	"Tennessee"	"47"	"2019"	"2019"	189	6830325	2.3	2.8
	"Stomach"	"21020"	"Texas"	"48"	"2017"	"2017"	956	28291024	3.5	3.4
	"Stomach"	"21020"	"Texas"	"48"	"2019"	"2019"	915	28986794	3.1	3.2
	"Stomach"	"21020"	"Utah"	"49"	"2017"	"2017"	62	3103540	2.5	2.0
	"Stomach"	"21020"	"Utah"	"49"	"2019"	"2019"	59	3203383	2.1	1.8
	"Stomach"	"21020"	"Vermont"	"50"	"2017"	"2017"	23	625132	2.7	3.7
	"Stomach"	"21020"	"Vermont"	"50"	"2019"	"2019"	20	624046	2.5	3.2
	"Stomach"	"21020"	"Virginia"	"51"	"2017"	"2017"	298	8471011	3.1	3.5
	"Stomach"	"21020"	"Virginia"	"51"	"2019"	"2019"	273	8556642	2.7	3.2
	"Stomach"	"21020"	"Washington"	"53"	"2017"	"2017"	240	7427951	2.8	3.2
	"Stomach"	"21020"	"Washington"	"53"	"2019"	"2019"	192	7614024	2.2	2.5
	"Stomach"	"21020"	"West Virginia"	"54"	"2017"	"2017"	60	1818683	2.4	3.3
	"Stomach"	"21020"	"West Virginia"	"54"	"2019"	"2019"	46	1795263	1.8	2.6
	"Stomach"	"21020"	"Wisconsin"	"55"	"2017"	"2017"	169	5793147	2.3	2.9
	"Stomach"	"21020"	"Wisconsin"	"55"	"2019"	"2019"	192	5824581	2.6	3.3
	"Thyroid"	"32010"	"Alabama"	"01"	"2017"	"2017"	20	4877989	0.3	0.4
	"Thyroid"	"32010"	"Alabama"	"01"	"2019"	"2019"	28	4907965	0.5	0.6
	"Thyroid"	"32010"	"Arizona"	"04"	"2017"	"2017"	38	7048088	0.4	0.5
	"Thyroid"	"32010"	"Arizona"	"04"	"2019"	"2019"	42	7291843	0.5	0.6
	"Thyroid"	"32010"	"Arkansas"	"05"	"2017"	"2017"	16	3003855	0.4	0.5
	"Thyroid"	"32010"	"Arkansas"	"05"	"2019"	"2019"	16	3020985	0.4	0.5
	"Thyroid"	"32010"	"California"	"06"	"2017"	"2017"	246	39337785	0.6	0.6
	"Thyroid"	"32010"	"California"	"06"	"2019"	"2019"	273	39437610	0.6	0.7
	"Thyroid"	"32010"	"Colorado"	"08"	"2017"	"2017"	38	5617421	0.7	0.7
	"Thyroid"	"32010"	"Colorado"	"08"	"2019"	"2019"	23	5758486	0.4	0.4
	"Thyroid"	"32010"	"Connecticut"	"09"	"2017"	"2017"	22	3575324	0.5	0.6
	"Thyroid"	"32010"	"Connecticut"	"09"	"2019"	"2019"	24	3566022	0.5	0.7
	"Thyroid"	"32010"	"Florida"	"12"	"2017"	"2017"	132	20977089	0.4	0.6
	"Thyroid"	"32010"	"Florida"	"12"	"2019"	"2019"	138	21492056	0.4	0.6
	"Thyroid"	"32010"	"Georgia"	"13"	"2017"	"2017"	47	10417031	0.4	0.5
	"Thyroid"	"32010"	"Georgia"	"13"	"2019"	"2019"	59	10628020	0.5	0.6
	"Thyroid"	"32010"	"Hawaii"	"15"	"2017"	"2017"	19	1425763	1.0	1.3
	"Thyroid"	"32010"	"Illinois"	"17"	"2017"	"2017"	75	12779893	0.5	0.6
	"Thyroid"	"32010"	"Illinois"	"17"	"2019"	"2019"	90	12667017	0.6	0.7
	"Thyroid"	"32010"	"Indiana"	"18"	"2017"	"2017"	38	6662068	0.5	0.6
	"Thyroid"	"32010"	"Indiana"	"18"	"2019"	"2019"	40	6731010	0.5	0.6
	"Thyroid"	"32010"	"Iowa"	"19"	"2017"	"2017"	21	3143734	0.5	0.7
	"Thyroid"	"32010"	"Iowa"	"19"	"2019"	"2019"	25	3159596	0.6	0.8
	"Thyroid"	"32010"	"Kansas"	"20"	"2019"	"2019"	26	2912635	0.7	0.9
	"Thyroid"	"32010"	"Kentucky"	"21"	"2017"	"2017"	25	4455590	0.4	0.6
	"Thyroid"	"32010"	"Kentucky"	"21"	"2019"	"2019"	17	4472345	0.3	0.4
	"Thyroid"	"32010"	"Louisiana"	"22"	"2017"	"2017"	29	4673673	0.5	0.6
	"Thyroid"	"32010"	"Louisiana"	"22"	"2019"	"2019"	22	4658285	0.4	0.5
	"Thyroid"	"32010"	"Maryland"	"24"	"2017"	"2017"	31	6028186	0.4	0.5
	"Thyroid"	"32010"	"Maryland"	"24"	"2019"	"2019"	30	6054954	0.4	0.5
	"Thyroid"	"32010"	"Massachusetts"	"25"	"2017"	"2017"	47	6863560	0.6	0.7
	"Thyroid"	"32010"	"Massachusetts"	"25"	"2019"	"2019"	54	6894883	0.6	0.8
	"Thyroid"	"32010"	"Michigan"	"26"	"2017"	"2017"	49	9976752	0.4	0.5
	"Thyroid"	"32010"	"Michigan"	"26"	"2019"	"2019"	66	9984795	0.5	0.7
	"Thyroid"	"32010"	"Minnesota"	"27"	"2017"	"2017"	28	5569283	0.4	0.5
	"Thyroid"	"32010"	"Minnesota"	"27"	"2019"	"2019"	33	5640053	0.5	0.6
	"Thyroid"	"32010"	"Mississippi"	"28"	"2019"	"2019"	17	2978227	0.5	0.6
	"Thyroid"	"32010"	"Missouri"	"29"	"2017"	"2017"	33	6111382	0.4	0.5
	"Thyroid"	"32010"	"Missouri"	"29"	"2019"	"2019"	40	6140475	0.5	0.7
	"Thyroid"	"32010"	"Nebraska"	"31"	"2019"	"2019"	18	1932571	0.8	0.9
	"Thyroid"	"32010"	"Nevada"	"32"	"2019"	"2019"	19	3090771	0.5	0.6
	"Thyroid"	"32010"	"New Jersey"	"34"	"2017"	"2017"	59	8888147	0.5	0.7
	"Thyroid"	"32010"	"New Jersey"	"34"	"2019"	"2019"	58	8891258	0.5	0.7
	"Thyroid"	"32010"	"New Mexico"	"35"	"2019"	"2019"	18	2099634	0.7	0.9
	"Thyroid"	"32010"	"New York"	"36"	"2017"	"2017"	128	19593849	0.5	0.7
	"Thyroid"	"32010"	"New York"	"36"	"2019"	"2019"	136	19463131	0.5	0.7
	"Thyroid"	"32010"	"North Carolina"	"37"	"2017"	"2017"	66	10275758	0.5	0.6
	"Thyroid"	"32010"	"North Carolina"	"37"	"2019"	"2019"	56	10501384	0.4	0.5
	"Thyroid"	"32010"	"Ohio"	"39"	"2017"	"2017"	62	11665706	0.4	0.5
	"Thyroid"	"32010"	"Ohio"	"39"	"2019"	"2019"	73	11696507	0.5	0.6
	"Thyroid"	"32010"	"Oklahoma"	"40"	"2017"	"2017"	19	3933602	0.4	0.5
	"Thyroid"	"32010"	"Oklahoma"	"40"	"2019"	"2019"	31	3960676	0.7	0.8
	"Thyroid"	"32010"	"Oregon"	"41"	"2017"	"2017"	30	4147294	0.5	0.7
	"Thyroid"	"32010"	"Oregon"	"41"	"2019"	"2019"	26	4216116	0.5	0.6
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"2017"	"2017"	85	12794679	0.5	0.7
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"2019"	"2019"	100	12798883	0.5	0.8
	"Thyroid"	"32010"	"South Carolina"	"45"	"2017"	"2017"	25	5027102	0.4	0.5
	"Thyroid"	"32010"	"South Carolina"	"45"	"2019"	"2019"	30	5157702	0.5	0.6
	"Thyroid"	"32010"	"Tennessee"	"47"	"2017"	"2017"	49	6714748	0.6	0.7
	"Thyroid"	"32010"	"Tennessee"	"47"	"2019"	"2019"	36	6830325	0.4	0.5
	"Thyroid"	"32010"	"Texas"	"48"	"2017"	"2017"	134	28291024	0.5	0.5
	"Thyroid"	"32010"	"Texas"	"48"	"2019"	"2019"	138	28986794	0.5	0.5
	"Thyroid"	"32010"	"Utah"	"49"	"2017"	"2017"	17	3103540	0.6	0.5
	"Thyroid"	"32010"	"Virginia"	"51"	"2017"	"2017"	42	8471011	0.4	0.5
	"Thyroid"	"32010"	"Virginia"	"51"	"2019"	"2019"	53	8556642	0.5	0.6
	"Thyroid"	"32010"	"Washington"	"53"	"2017"	"2017"	37	7427951	0.4	0.5
	"Thyroid"	"32010"	"Washington"	"53"	"2019"	"2019"	44	7614024	0.5	0.6
	"Thyroid"	"32010"	"Wisconsin"	"55"	"2017"	"2017"	49	5793147	0.7	0.8
	"Thyroid"	"32010"	"Wisconsin"	"55"	"2019"	"2019"	46	5824581	0.6	0.8
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2017"	"2017"	242	4877989	4.1	5.0
	"Urinary Bladder"	"29010"	"Alabama"	"01"	"2019"	"2019"	262	4907965	4.2	5.3
	"Urinary Bladder"	"29010"	"Alaska"	"02"	"2017"	"2017"	27	740983	4.5	3.6
	"Urinary Bladder"	"29010"	"Alaska"	"02"	"2019"	"2019"	19	733603	2.8	2.6
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2017"	"2017"	365	7048088	4.1	5.2
	"Urinary Bladder"	"29010"	"Arizona"	"04"	"2019"	"2019"	362	7291843	3.7	5.0
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2017"	"2017"	159	3003855	4.2	5.3
	"Urinary Bladder"	"29010"	"Arkansas"	"05"	"2019"	"2019"	151	3020985	3.8	5.0
	"Urinary Bladder"	"29010"	"California"	"06"	"2017"	"2017"	1649	39337785	3.9	4.2
	"Urinary Bladder"	"29010"	"California"	"06"	"2019"	"2019"	1695	39437610	3.8	4.3
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2017"	"2017"	225	5617421	4.0	4.0
	"Urinary Bladder"	"29010"	"Colorado"	"08"	"2019"	"2019"	217	5758486	3.6	3.8
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2017"	"2017"	209	3575324	4.2	5.8
	"Urinary Bladder"	"29010"	"Connecticut"	"09"	"2019"	"2019"	219	3566022	4.4	6.1
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2017"	"2017"	47	957942	3.9	4.9
	"Urinary Bladder"	"29010"	"Delaware"	"10"	"2019"	"2019"	77	976668	5.6	7.9
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2017"	"2017"	30	697079	4.5	4.3
	"Urinary Bladder"	"29010"	"District of Columbia"	"11"	"2019"	"2019"	25	708253	3.6	3.5
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2017"	"2017"	1436	20977089	4.4	6.8
	"Urinary Bladder"	"29010"	"Florida"	"12"	"2019"	"2019"	1422	21492056	4.1	6.6
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2017"	"2017"	459	10417031	4.4	4.4
	"Urinary Bladder"	"29010"	"Georgia"	"13"	"2019"	"2019"	474	10628020	4.3	4.5
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2017"	"2017"	53	1425763	2.8	3.7
	"Urinary Bladder"	"29010"	"Hawaii"	"15"	"2019"	"2019"	55	1415615	2.7	3.9
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2017"	"2017"	96	1719745	5.1	5.6
	"Urinary Bladder"	"29010"	"Idaho"	"16"	"2019"	"2019"	108	1789060	5.3	6.0
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2017"	"2017"	672	12779893	4.4	5.3
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2019"	"2019"	677	12667017	4.3	5.3
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2017"	"2017"	357	6662068	4.5	5.4
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2019"	"2019"	386	6731010	4.7	5.7
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2017"	"2017"	172	3143734	4.2	5.5
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2019"	"2019"	174	3159596	4.0	5.5
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2017"	"2017"	143	2910892	4.0	4.9
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2019"	"2019"	151	2912635	4.1	5.2
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2017"	"2017"	267	4455590	4.9	6.0
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2019"	"2019"	273	4472345	4.9	6.1
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2017"	"2017"	203	4673673	3.8	4.3
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2019"	"2019"	231	4658285	4.2	5.0
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2017"	"2017"	124	1335743	6.2	9.3
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2019"	"2019"	127	1345770	5.8	9.4
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2017"	"2017"	298	6028186	4.2	4.9
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2019"	"2019"	320	6054954	4.4	5.3
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2017"	"2017"	430	6863560	4.9	6.3
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2019"	"2019"	388	6894883	4.2	5.6
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2017"	"2017"	616	9976752	4.8	6.2
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2019"	"2019"	592	9984795	4.5	5.9
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2017"	"2017"	259	5569283	3.8	4.7
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2019"	"2019"	268	5640053	3.8	4.8
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2017"	"2017"	129	2990674	3.8	4.3
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2019"	"2019"	130	2978227	3.6	4.4
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2017"	"2017"	337	6111382	4.3	5.5
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2019"	"2019"	331	6140475	4.1	5.4
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2017"	"2017"	71	1053862	5.0	6.7
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2019"	"2019"	61	1070123	4.1	5.7
	"Urinary Bladder"	"29010"	"Nebraska"	"31"	"2017"	"2017"	88	1916998	3.7	4.6
	"Urinary Bladder"	"29010"	"Nebraska"	"31"	"2019"	"2019"	95	1932571	4.0	4.9
	"Urinary Bladder"	"29010"	"Nevada"	"32"	"2017"	"2017"	161	2972097	5.0	5.4
	"Urinary Bladder"	"29010"	"Nevada"	"32"	"2019"	"2019"	175	3090771	4.9	5.7
	"Urinary Bladder"	"29010"	"New Hampshire"	"33"	"2017"	"2017"	96	1350395	5.4	7.1
	"Urinary Bladder"	"29010"	"New Hampshire"	"33"	"2019"	"2019"	82	1360783	4.4	6.0
	"Urinary Bladder"	"29010"	"New Jersey"	"34"	"2017"	"2017"	530	8888147	4.6	6.0
	"Urinary Bladder"	"29010"	"New Jersey"	"34"	"2019"	"2019"	523	8891258	4.5	5.9
	"Urinary Bladder"	"29010"	"New Mexico"	"35"	"2017"	"2017"	89	2092844	3.5	4.3
	"Urinary Bladder"	"29010"	"New Mexico"	"35"	"2019"	"2019"	100	2099634	3.6	4.8
	"Urinary Bladder"	"29010"	"New York"	"36"	"2017"	"2017"	1001	19593849	4.0	5.1
	"Urinary Bladder"	"29010"	"New York"	"36"	"2019"	"2019"	927	19463131	3.5	4.8
	"Urinary Bladder"	"29010"	"North Carolina"	"37"	"2017"	"2017"	464	10275758	3.8	4.5
	"Urinary Bladder"	"29010"	"North Carolina"	"37"	"2019"	"2019"	522	10501384	4.1	5.0
	"Urinary Bladder"	"29010"	"North Dakota"	"38"	"2017"	"2017"	26	756755	2.7	3.4
	"Urinary Bladder"	"29010"	"North Dakota"	"38"	"2019"	"2019"	38	763724	3.8	5.0
	"Urinary Bladder"	"29010"	"Ohio"	"39"	"2017"	"2017"	725	11665706	4.8	6.2
	"Urinary Bladder"	"29010"	"Ohio"	"39"	"2019"	"2019"	731	11696507	4.7	6.2
	"Urinary Bladder"	"29010"	"Oklahoma"	"40"	"2017"	"2017"	215	3933602	4.6	5.5
	"Urinary Bladder"	"29010"	"Oklahoma"	"40"	"2019"	"2019"	220	3960676	4.5	5.6
	"Urinary Bladder"	"29010"	"Oregon"	"41"	"2017"	"2017"	254	4147294	4.9	6.1
	"Urinary Bladder"	"29010"	"Oregon"	"41"	"2019"	"2019"	248	4216116	4.4	5.9
	"Urinary Bladder"	"29010"	"Pennsylvania"	"42"	"2017"	"2017"	832	12794679	4.5	6.5
	"Urinary Bladder"	"29010"	"Pennsylvania"	"42"	"2019"	"2019"	835	12798883	4.4	6.5
	"Urinary Bladder"	"29010"	"Rhode Island"	"44"	"2017"	"2017"	75	1056554	5.2	7.1
	"Urinary Bladder"	"29010"	"Rhode Island"	"44"	"2019"	"2019"	59	1058158	3.9	5.6
	"Urinary Bladder"	"29010"	"South Carolina"	"45"	"2017"	"2017"	258	5027102	4.3	5.1
	"Urinary Bladder"	"29010"	"South Carolina"	"45"	"2019"	"2019"	256	5157702	3.8	5.0
	"Urinary Bladder"	"29010"	"South Dakota"	"46"	"2017"	"2017"	48	873732	4.3	5.5
	"Urinary Bladder"	"29010"	"South Dakota"	"46"	"2019"	"2019"	43	887127	3.9	4.8
	"Urinary Bladder"	"29010"	"Tennessee"	"47"	"2017"	"2017"	345	6714748	4.4	5.1
	"Urinary Bladder"	"29010"	"Tennessee"	"47"	"2019"	"2019"	349	6830325	4.2	5.1
	"Urinary Bladder"	"29010"	"Texas"	"48"	"2017"	"2017"	966	28291024	3.7	3.4
	"Urinary Bladder"	"29010"	"Texas"	"48"	"2019"	"2019"	1000	28986794	3.6	3.4
	"Urinary Bladder"	"29010"	"Utah"	"49"	"2017"	"2017"	84	3103540	3.3	2.7
	"Urinary Bladder"	"29010"	"Utah"	"49"	"2019"	"2019"	93	3203383	3.6	2.9
	"Urinary Bladder"	"29010"	"Vermont"	"50"	"2017"	"2017"	41	625132	4.6	6.6
	"Urinary Bladder"	"29010"	"Vermont"	"50"	"2019"	"2019"	32	624046	3.5	5.1
	"Urinary Bladder"	"29010"	"Virginia"	"51"	"2017"	"2017"	440	8471011	4.6	5.2
	"Urinary Bladder"	"29010"	"Virginia"	"51"	"2019"	"2019"	421	8556642	4.1	4.9
	"Urinary Bladder"	"29010"	"Washington"	"53"	"2017"	"2017"	379	7427951	4.5	5.1
	"Urinary Bladder"	"29010"	"Washington"	"53"	"2019"	"2019"	387	7614024	4.4	5.1
	"Urinary Bladder"	"29010"	"West Virginia"	"54"	"2017"	"2017"	125	1818683	4.8	6.9
	"Urinary Bladder"	"29010"	"West Virginia"	"54"	"2019"	"2019"	121	1795263	4.5	6.7
	"Urinary Bladder"	"29010"	"Wisconsin"	"55"	"2017"	"2017"	322	5793147	4.3	5.6
	"Urinary Bladder"	"29010"	"Wisconsin"	"55"	"2019"	"2019"	312	5824581	4.0	5.4
	"Urinary Bladder"	"29010"	"Wyoming"	"56"	"2017"	"2017"	18	579994	2.6	3.1
	"Urinary Bladder"	"29010"	"Wyoming"	"56"	"2019"	"2019"	32	580116	4.3	5.5
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2020 Mortality Archive"
"Query Parameters:"
"Leading Cancer Sites: All Leading Sites"
"Year: 2017; 2019"
"Group By: Leading Cancer Sites; State; Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/CancerMort-v2020.html for more information."
"---"
"Query Date: Aug 18, 2024 11:29:27 AM"
"---"
"Suggested Citation: United States Cancer Statistics - Mortality: 1999 - 2020, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention; 2023. Accessed at"
"http://wonder.cdc.gov/CancerMort-v2020.html on Aug 18, 2024 11:29:27 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is"
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander"""
"and ""American Indian or Alaska Native"" race categories are suppressed at the Metropolitan Statistical Area level for"
"populations less than 50,000 persons. More information: http://wonder.cdc.gov/wonder/help/CancerMort-v2020.html#Suppressed."
"2. 'Not Applicable' is displayed for all data values when sex-specific cancers are combined with the wrong sex. More"
"information: http://wonder.cdc.gov/wonder/help/CancerMort-v2020.html#Genital Cancers List."
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
